#,ID,course_id,sec_id,semester,year,grade
117,47379,960,2,Fall,2006,A 
118,10204,169,1,Spring,2007,A-
119,90381,158,1,Fall,2008,C-
120,36926,642,1,Fall,2004,B 
121,70688,274,1,Fall,2002,A 
122,54728,949,1,Fall,2007,C 
123,15070,304,1,Fall,2009,C-
124,52741,489,1,Fall,2007,A 
125,79469,400,2,Fall,2003,C+
126,79446,808,1,Fall,2003,A+
127,44551,476,1,Fall,2010,C-
128,83622,408,1,Spring,2007,A+
129,64196,581,1,Spring,2005,A 
130,88140,345,1,Spring,2008,C-
131,28361,338,2,Spring,2006,A+
132,51008,476,1,Fall,2010,B+
133,1110,747,1,Spring,2004,B 
134,96134,696,1,Spring,2002,C-
135,98830,408,1,Spring,2007,A 
136,14874,362,2,Fall,2006,C 
137,23270,748,1,Fall,2003,C-
138,993,972,1,Spring,2009,B-
139,19791,334,1,Fall,2009,A-
140,57083,401,1,Fall,2003,B 
141,72528,476,1,Fall,2010,A+
142,95953,468,1,Fall,2005,C+
143,35357,962,1,Spring,2008,B-
144,62520,802,1,Spring,2003,B 
145,50583,239,1,Fall,2006,B 
146,93354,345,1,Spring,2008,A 
147,55857,663,1,Spring,2005,B+
148,53048,169,1,Spring,2007,B-
149,89414,408,1,Spring,2007,B-
150,99710,169,2,Fall,2002,A+
151,95852,663,1,Spring,2005,C-
152,84702,949,1,Fall,2007,C 
153,82918,258,1,Fall,2007,C-
154,70452,400,1,Spring,2007,C 
155,38271,486,1,Fall,2009,C+
156,67425,959,1,Fall,2006,C 
157,78892,960,2,Fall,2006,C+
158,79205,496,1,Fall,2001,A-
159,42298,959,1,Fall,2006,A 
160,83836,527,1,Fall,2004,B-
161,56598,192,1,Fall,2002,A+
162,34322,242,1,Fall,2009,B+
163,56755,408,2,Spring,2003,C+
164,68248,629,1,Spring,2003,A-
165,36845,338,1,Spring,2007,C+
166,48660,679,1,Spring,2010,A-
167,91799,105,1,Fall,2009,C-
168,89551,274,1,Fall,2002,B+
169,87965,694,1,Fall,2002,C 
170,12683,991,1,Spring,2008,C-
171,87439,443,1,Spring,2010,A 
172,16467,352,1,Spring,2006,C-
173,49701,692,1,Spring,2010,B-
174,37350,400,2,Fall,2003,B+
175,42843,274,1,Fall,2002,C 
176,94766,237,2,Fall,2009,B 
177,65676,795,1,Spring,2004,A 
178,27094,304,1,Fall,2009,A+
179,12214,972,1,Spring,2009,C-
180,81566,169,1,Spring,2007,C+
181,37101,974,1,Fall,2003,A 
182,18709,362,1,Fall,2005,A+
183,86934,366,1,Fall,2005,C-
184,99660,239,1,Fall,2006,A 
185,41890,599,1,Spring,2003,A+
186,83592,591,1,Spring,2005,B+
187,37219,626,1,Fall,2006,B 
188,88302,400,2,Fall,2003,A-
189,75040,694,1,Fall,2002,C+
190,36052,237,1,Spring,2008,A-
191,72186,443,1,Spring,2010,A+
192,76759,476,1,Fall,2010,C+
193,27804,349,1,Spring,2008,B-
194,99189,400,1,Spring,2007,A 
195,77898,334,1,Fall,2009,C+
196,47001,795,1,Spring,2004,C 
197,3639,421,1,Fall,2004,B+
198,80912,864,1,Spring,2006,A 
199,52371,974,1,Fall,2003,C-
200,99719,137,1,Spring,2002,B-
201,68242,927,1,Fall,2002,C 
202,3127,237,1,Spring,2008,B+
203,19536,400,1,Spring,2007,A-
204,97694,748,1,Fall,2003,A+
205,99463,493,1,Spring,2010,A 
206,96988,457,1,Spring,2001,C-
207,59290,338,1,Spring,2007,B-
208,60249,258,1,Fall,2007,B-
209,41751,972,1,Spring,2009,B+
210,62832,974,1,Fall,2003,A 
211,22198,927,1,Fall,2002,B+
212,35,735,1,Spring,2003,B 
213,4034,612,1,Fall,2007,B+
214,59046,274,1,Fall,2002,C 
215,67436,489,1,Fall,2007,B+
216,79772,748,1,Fall,2003,A 
217,60224,626,1,Fall,2006,B-
218,32376,192,1,Fall,2002,A+
219,1232,304,1,Fall,2009,A+
220,19203,559,1,Fall,2002,B+
221,51203,274,1,Fall,2002,B-
222,42960,476,1,Fall,2010,B-
223,96134,400,1,Spring,2007,B 
224,99073,893,1,Fall,2007,B 
225,66969,349,1,Spring,2008,B+
226,99271,482,1,Fall,2005,C-
227,1533,468,1,Fall,2005,C+
228,55940,704,1,Spring,2008,B-
229,43432,137,1,Spring,2002,B+
230,71085,105,2,Fall,2002,C-
231,4645,401,1,Fall,2003,B 
232,55915,599,1,Spring,2003,C 
233,34569,408,2,Spring,2003,C+
234,15070,415,1,Fall,2010,C-
235,9933,457,1,Spring,2001,A+
236,35362,362,1,Fall,2005,C-
237,22417,426,1,Spring,2006,A-
238,6287,349,1,Spring,2008,C-
239,39552,629,1,Spring,2003,B 
240,17997,692,1,Spring,2010,B+
241,22912,864,1,Spring,2006,C 
242,15487,626,1,Fall,2006,B-
243,35362,559,1,Fall,2002,B+
244,67810,748,1,Fall,2003,A 
245,29091,476,1,Fall,2010,A-
246,45494,960,2,Fall,2006,C-
247,63582,349,1,Spring,2008,A+
248,65688,791,1,Spring,2006,B-
249,10838,663,1,Spring,2005,C+
250,92703,571,1,Spring,2004,B-
251,8860,169,1,Spring,2007,B-
252,38271,867,1,Fall,2006,B-
253,54610,663,1,Spring,2005,C 
254,64914,105,2,Fall,2002,B+
255,17128,704,1,Spring,2008,C+
256,80420,408,2,Spring,2003,A-
257,32065,313,1,Fall,2010,C 
258,74070,476,1,Fall,2010,B+
259,58085,408,1,Spring,2007,A+
260,36513,158,1,Fall,2008,C-
261,11422,468,1,Fall,2005,A-
262,99348,158,2,Spring,2008,A+
263,45200,795,1,Spring,2004,C+
264,67793,258,1,Fall,2007,A+
265,5703,599,1,Spring,2003,C-
266,83573,493,1,Spring,2010,B-
267,48776,692,1,Spring,2010,C-
268,50039,192,1,Fall,2002,A-
269,44584,274,1,Fall,2002,C 
270,13826,991,1,Spring,2008,A+
271,14182,192,1,Fall,2002,B+
272,64642,694,1,Fall,2002,A 
273,71628,242,1,Fall,2009,B-
274,12362,270,1,Spring,2010,C 
275,65753,867,2,Fall,2010,A-
276,90663,242,1,Fall,2009,C+
277,13826,663,1,Spring,2005,A-
278,13506,242,1,Fall,2009,B+
279,31442,482,1,Fall,2005,B+
280,39157,457,1,Spring,2001,B+
281,82688,200,2,Fall,2002,B+
282,66813,461,1,Fall,2002,A+
283,36126,793,1,Spring,2002,A 
284,2967,991,1,Spring,2008,B 
285,91569,962,1,Spring,2008,B+
286,78581,338,1,Spring,2007,B 
287,68779,694,1,Fall,2002,A 
288,10904,927,1,Fall,2002,B+
289,60984,626,1,Fall,2006,B+
290,35905,200,1,Spring,2007,C-
291,90779,747,1,Spring,2004,A-
292,17507,169,2,Fall,2002,B+
293,46260,105,1,Fall,2009,C+
294,38902,415,1,Fall,2010,C-
295,38271,927,1,Fall,2002,C-
296,89059,239,1,Fall,2006,A 
297,33546,864,1,Spring,2006,B-
298,89551,663,1,Spring,2005,A-
299,61003,949,1,Fall,2007,B 
300,62373,304,1,Fall,2009,C 
301,94730,571,1,Spring,2004,C+
302,73807,313,1,Fall,2010,C 
303,70310,468,2,Fall,2007,B 
304,4438,962,1,Spring,2008,C-
305,16035,802,1,Spring,2003,A-
306,69471,959,1,Fall,2006,C-
307,72528,426,1,Spring,2006,A-
308,85234,366,1,Fall,2005,A+
309,16528,105,1,Fall,2009,A+
310,65190,408,1,Spring,2007,A+
311,72657,352,1,Spring,2006,B 
312,4015,313,1,Fall,2010,C 
313,44706,702,1,Spring,2001,C-
314,54728,496,1,Fall,2001,B 
315,10076,962,1,Spring,2008,C+
316,163,169,1,Spring,2007,A 
317,98870,867,2,Fall,2010,B+
318,83003,561,1,Fall,2006,C-
319,4182,457,1,Spring,2001,B 
320,51923,468,2,Fall,2007,C 
321,94836,376,1,Fall,2006,C 
322,76250,158,1,Fall,2008,B 
323,12683,604,1,Spring,2009,B 
324,38668,791,1,Spring,2006,A 
325,16133,962,1,Spring,2008,C 
326,13741,843,1,Fall,2010,A 
327,37284,559,1,Fall,2002,A-
328,1087,461,1,Fall,2002,B 
329,88389,893,1,Fall,2007,C-
330,13921,158,1,Fall,2008,C-
331,11095,242,1,Fall,2009,C-
332,24116,105,2,Fall,2002,A 
333,63560,376,1,Fall,2006,C-
334,69225,808,1,Fall,2003,B+
335,75513,959,1,Fall,2006,C+
336,81789,893,1,Fall,2007,A 
337,78454,158,2,Spring,2008,C 
338,48471,461,1,Fall,2002,C 
339,32483,591,1,Spring,2005,A+
340,8022,426,1,Spring,2006,C-
341,66969,362,3,Spring,2008,C-
342,14581,808,1,Fall,2003,B 
343,31302,489,1,Fall,2007,A 
344,4015,927,1,Fall,2002,A-
345,36926,105,1,Fall,2009,A-
346,70099,603,1,Fall,2003,A 
347,76049,599,1,Spring,2003,A-
348,76246,319,1,Spring,2003,C 
349,40738,362,3,Spring,2008,C-
350,50719,158,2,Spring,2008,C 
351,94815,401,1,Fall,2003,A 
352,25942,489,1,Fall,2007,C+
353,9947,603,1,Fall,2003,A 
354,39157,362,2,Fall,2006,B+
355,33759,760,1,Spring,2004,B+
356,90009,631,1,Spring,2007,C-
357,49503,795,1,Spring,2004,C-
358,73602,461,1,Fall,2002,B 
359,85211,352,1,Spring,2006,C+
360,1533,338,2,Spring,2006,A+
361,3651,401,1,Fall,2003,C-
362,20378,415,1,Fall,2010,B+
363,61783,972,1,Spring,2009,C 
364,40992,496,1,Fall,2001,C+
365,43432,642,1,Fall,2004,B-
366,58846,626,1,Fall,2006,A+
367,9659,692,1,Spring,2010,B 
368,63645,735,2,Spring,2010,A 
369,60267,626,1,Fall,2006,B+
370,46762,169,1,Spring,2007,C-
371,89571,581,1,Spring,2005,C+
372,39115,319,1,Spring,2003,C-
373,13290,793,1,Spring,2002,B 
374,38476,274,1,Fall,2002,B 
375,58172,493,1,Spring,2010,B+
376,22268,158,2,Spring,2008,A 
377,44352,852,1,Spring,2008,C-
378,69853,461,1,Fall,2002,C 
379,84410,599,1,Spring,2003,C+
380,89196,408,2,Spring,2003,C-
381,28316,461,1,Fall,2002,A 
382,29091,486,1,Fall,2009,A-
383,62832,864,1,Spring,2006,B-
384,58172,760,1,Spring,2004,B-
385,79534,545,1,Fall,2001,C+
386,63886,974,1,Fall,2003,B-
387,92776,461,1,Fall,2002,C 
388,94846,400,1,Spring,2007,C 
389,28994,893,1,Fall,2007,C 
390,18941,482,1,Fall,2005,C-
391,35042,158,1,Fall,2008,B 
392,88525,376,1,Fall,2006,C-
393,38902,604,1,Spring,2009,A+
394,26080,959,1,Fall,2006,A 
395,63390,949,1,Fall,2007,C 
396,54508,496,1,Fall,2001,B-
397,19293,527,1,Fall,2004,A+
398,41406,642,1,Fall,2004,A 
399,14874,663,1,Spring,2005,A+
400,82126,864,1,Spring,2006,C-
401,56078,304,1,Fall,2009,C+
402,39238,158,2,Spring,2008,A-
403,56003,692,1,Spring,2010,B 
404,66090,274,1,Fall,2002,A-
405,41965,468,1,Fall,2005,B-
406,93508,642,1,Fall,2004,C 
407,81550,663,1,Spring,2005,A+
408,30397,200,1,Spring,2007,A 
409,57780,604,1,Spring,2009,A+
410,36995,242,1,Fall,2009,C+
411,30182,362,2,Fall,2006,B-
412,94257,489,1,Fall,2007,B+
413,37339,426,1,Spring,2006,B 
414,21009,200,2,Fall,2002,C+
415,95089,735,1,Spring,2003,B-
416,67021,496,1,Fall,2001,B-
417,96615,270,1,Spring,2010,B+
418,5843,962,1,Spring,2008,C 
419,84189,270,1,Spring,2010,A-
420,17057,304,1,Fall,2009,A 
421,27919,461,1,Fall,2002,A+
422,2201,105,1,Fall,2009,B-
423,57026,962,1,Spring,2008,B 
424,30222,795,1,Spring,2004,A+
425,79763,482,1,Fall,2005,C-
426,24796,457,1,Spring,2001,B 
427,18740,603,1,Fall,2003,A-
428,66293,270,1,Spring,2010,B 
429,28538,461,1,Fall,2002,C-
430,53496,274,1,Fall,2002,A+
431,32483,962,1,Spring,2008,C 
432,12941,603,1,Fall,2003,C-
433,59517,270,1,Spring,2010,C 
434,68280,169,1,Spring,2007,B+
435,38548,631,1,Spring,2007,C-
436,37101,408,2,Spring,2003,A 
437,5250,974,1,Fall,2003,C 
438,64938,338,1,Spring,2007,C-
439,16133,105,1,Fall,2009,A 
440,36265,864,1,Spring,2006,C 
441,81883,962,1,Spring,2008,B+
442,46451,461,1,Fall,2002,A+
443,46260,468,2,Fall,2007,A 
444,81896,362,1,Fall,2005,B+
445,19541,545,1,Fall,2001,B+
446,10663,808,1,Fall,2003,C-
447,16907,795,1,Spring,2004,A-
448,92417,169,1,Spring,2007,C-
449,83592,527,1,Fall,2004,A-
450,67793,239,1,Fall,2006,C 
451,38895,376,1,Fall,2006,A+
452,7854,349,1,Spring,2008,B-
453,16631,631,1,Spring,2007,B-
454,54153,239,1,Fall,2006,B 
455,993,401,1,Fall,2003,A 
456,77130,663,1,Spring,2005,C-
457,8343,338,2,Spring,2006,A+
458,1285,496,1,Fall,2001,A-
459,46725,843,1,Fall,2010,C+
460,95027,559,1,Fall,2002,A+
461,65703,802,1,Spring,2003,A-
462,55286,795,1,Spring,2004,B 
463,95260,408,2,Spring,2003,B 
464,11201,581,1,Spring,2005,A 
465,21102,338,2,Spring,2006,B 
466,61166,376,1,Fall,2006,A+
467,26473,795,1,Spring,2004,B 
468,25785,376,1,Fall,2006,A-
469,96324,748,1,Fall,2003,C+
470,24630,603,1,Fall,2003,A 
471,95631,362,2,Fall,2006,B-
472,38668,239,1,Fall,2006,C 
473,80057,362,1,Fall,2005,A+
474,53490,867,2,Fall,2010,B-
475,24374,692,1,Spring,2010,A+
476,44551,559,1,Fall,2002,A+
477,93043,468,2,Fall,2007,B 
478,27956,795,1,Spring,2004,B 
479,79170,408,1,Spring,2007,C 
480,59673,461,1,Fall,2002,A+
481,30474,362,3,Spring,2008,C 
482,47025,959,1,Fall,2006,A 
483,31341,362,1,Fall,2005,B-
484,89196,421,1,Fall,2004,C+
485,47487,192,1,Fall,2002,C+
486,7123,991,1,Spring,2008,A 
487,14581,843,1,Fall,2010,B 
488,83204,959,1,Fall,2006,C+
489,7123,692,1,Spring,2010,B 
490,25187,400,2,Fall,2003,A-
491,5414,962,1,Spring,2008,C-
492,544,468,1,Fall,2005,B 
493,32376,612,1,Fall,2007,C 
494,87268,105,2,Fall,2002,A-
495,44998,200,2,Fall,2002,B+
496,96710,338,2,Spring,2006,C 
497,82402,158,1,Fall,2008,B 
498,79589,808,1,Fall,2003,A+
499,88887,949,1,Fall,2007,C 
500,90372,692,1,Spring,2010,B-
501,50038,366,1,Fall,2005,B 
502,32217,735,2,Spring,2010,C 
503,32368,960,1,Fall,2009,A 
504,52866,493,1,Spring,2010,C 
505,57242,443,2,Spring,2002,C+
506,43348,237,2,Fall,2009,B 
507,61920,694,1,Fall,2002,C 
508,31560,679,1,Spring,2010,C-
509,41261,362,2,Fall,2006,A+
510,19848,258,1,Fall,2007,B 
511,84189,105,1,Fall,2009,C+
512,10727,338,1,Spring,2007,C-
513,75560,376,1,Fall,2006,C-
514,66495,258,1,Fall,2007,C 
515,16453,270,1,Spring,2010,A-
516,65299,991,1,Spring,2008,B-
517,41211,137,1,Spring,2002,B-
518,77000,927,1,Fall,2002,B+
519,99250,362,3,Spring,2008,C 
520,75938,604,1,Spring,2009,A 
521,37350,949,1,Fall,2007,A+
522,86404,237,1,Spring,2008,B-
523,37734,461,1,Fall,2002,C-
524,61166,400,2,Fall,2003,A 
525,30222,974,1,Fall,2003,C 
526,9440,105,2,Fall,2002,C 
527,33401,949,1,Fall,2007,B 
528,760,408,1,Spring,2007,C+
529,24796,735,1,Spring,2003,A-
530,16453,362,2,Fall,2006,A+
531,59530,408,1,Spring,2007,B-
532,82974,169,1,Spring,2007,C 
533,41827,599,1,Spring,2003,A 
534,64249,242,1,Fall,2009,B+
535,60366,704,1,Spring,2008,B 
536,40738,692,1,Spring,2010,C 
537,13290,875,1,Spring,2005,A-
538,76895,791,1,Spring,2006,B+
539,80941,959,1,Fall,2006,B+
540,38902,631,1,Spring,2007,C 
541,78922,426,1,Spring,2006,C+
542,51093,476,1,Fall,2010,B+
543,50977,642,1,Fall,2004,C-
544,10033,242,1,Fall,2009,B 
545,18499,242,1,Fall,2009,B-
546,81294,408,1,Spring,2007,B+
547,97228,304,1,Fall,2009,C 
548,29705,457,1,Spring,2001,A 
549,19220,962,1,Spring,2008,A 
550,58935,545,1,Fall,2001,B-
551,76798,274,1,Fall,2002,C-
552,80420,476,1,Fall,2010,B+
553,47126,443,1,Spring,2010,A+
554,82083,694,1,Fall,2002,B-
555,77548,629,1,Spring,2003,C 
556,63243,426,1,Spring,2006,C 
557,94814,334,1,Fall,2009,A 
558,58889,137,1,Spring,2002,A 
559,435,105,2,Fall,2002,A-
560,42114,631,1,Spring,2007,A-
561,66753,962,1,Spring,2008,A-
562,77000,795,1,Spring,2004,C+
563,49684,571,1,Spring,2004,A 
564,62636,626,1,Fall,2006,A+
565,99553,852,1,Spring,2008,C-
566,52471,893,1,Fall,2007,B+
567,40044,962,1,Spring,2008,C 
568,11966,864,1,Spring,2006,C 
569,24197,694,1,Fall,2002,B-
570,61127,237,2,Fall,2009,A+
571,4004,626,1,Fall,2006,B-
572,94173,258,1,Fall,2007,C 
573,82063,376,1,Fall,2006,C-
574,15613,366,1,Fall,2005,B+
575,847,258,1,Fall,2007,B 
576,25068,169,1,Spring,2007,C-
577,57135,793,1,Spring,2002,A 
578,66753,338,2,Spring,2006,B+
579,65987,747,1,Spring,2004,B 
580,57780,334,1,Fall,2009,A-
581,95089,105,2,Fall,2002,A+
582,6523,795,1,Spring,2004,A 
583,89759,158,1,Fall,2008,B 
584,95284,468,1,Fall,2005,C+
585,39552,679,1,Spring,2010,A-
586,39978,704,1,Spring,2008,C-
587,62784,489,1,Fall,2007,A+
588,34788,169,2,Fall,2002,A-
589,11441,496,1,Fall,2001,A 
590,49214,400,2,Fall,2003,B+
591,3143,468,1,Fall,2005,C-
592,71631,468,2,Fall,2007,A 
593,40276,493,1,Spring,2010,B 
594,94257,137,1,Spring,2002,A+
595,75231,972,1,Spring,2009,C 
596,81207,692,1,Spring,2010,A+
597,84432,747,1,Spring,2004,B+
598,5144,991,1,Spring,2008,C 
599,557,748,1,Fall,2003,B+
600,78787,105,1,Fall,2009,A 
601,792,105,2,Fall,2002,B 
602,78116,867,2,Fall,2010,B-
603,85505,704,1,Spring,2008,A 
604,86806,867,1,Fall,2006,B+
605,30222,258,1,Fall,2007,A 
606,76799,242,1,Fall,2009,C-
607,163,747,1,Spring,2004,C 
608,12563,468,2,Fall,2007,C 
609,29871,468,2,Fall,2007,A 
610,67371,274,1,Fall,2002,C 
611,66281,591,1,Spring,2005,C-
612,97868,239,1,Fall,2006,C 
613,7973,408,2,Spring,2003,C-
614,77898,960,2,Fall,2006,B 
615,84792,791,1,Spring,2006,C 
616,10736,349,1,Spring,2008,A-
617,15538,867,1,Fall,2006,A+
618,5463,735,1,Spring,2003,B 
619,29462,105,1,Fall,2009,A 
620,83444,864,1,Spring,2006,B-
621,70021,561,1,Fall,2006,A 
622,7732,559,1,Fall,2002,A-
623,31137,401,1,Fall,2003,C 
624,7620,867,1,Fall,2006,C 
625,94142,962,1,Spring,2008,B-
626,15083,489,1,Fall,2007,C 
627,282,362,2,Fall,2006,A 
628,4173,604,1,Spring,2009,C+
629,78767,192,1,Fall,2002,B 
630,16515,408,2,Spring,2003,B 
631,75252,631,1,Spring,2007,C 
632,26102,443,1,Spring,2010,B+
633,39310,949,1,Fall,2007,C-
634,68248,545,1,Fall,2001,A 
635,22325,760,1,Spring,2004,A+
636,70688,571,1,Spring,2004,B-
637,57456,704,1,Spring,2008,C 
638,75299,313,1,Fall,2010,B+
639,25046,960,2,Fall,2006,B 
640,90353,489,1,Fall,2007,A 
641,43616,408,1,Spring,2007,A+
642,81884,748,1,Fall,2003,C+
643,83170,457,1,Spring,2001,B+
644,78434,200,1,Spring,2007,A+
645,43032,415,1,Fall,2010,A 
646,15883,496,1,Fall,2001,C 
647,91091,663,1,Spring,2005,B+
648,36303,960,1,Fall,2009,C 
649,39876,362,1,Fall,2005,C-
650,30017,795,1,Spring,2004,C 
651,4438,445,1,Spring,2001,A 
652,29399,972,1,Spring,2009,B-
653,6710,313,1,Fall,2010,A+
654,88418,612,1,Fall,2007,C-
655,8912,642,1,Fall,2004,C 
656,78332,760,1,Spring,2004,C 
657,77580,559,1,Fall,2002,B+
658,10693,793,1,Spring,2002,B+
659,76953,962,1,Spring,2008,B+
660,37818,603,1,Fall,2003,A-
661,80420,867,2,Fall,2010,B+
662,97400,702,1,Spring,2001,C+
663,52929,352,1,Spring,2006,C+
664,85366,338,2,Spring,2006,B+
665,69783,642,1,Fall,2004,C+
666,39238,694,1,Fall,2002,A-
667,80057,270,1,Spring,2010,C+
668,47824,747,1,Spring,2004,A-
669,23392,468,2,Fall,2007,A-
670,75534,561,1,Fall,2006,C+
671,99399,867,2,Fall,2010,C+
672,98047,137,1,Spring,2002,C-
673,21101,991,1,Spring,2008,C-
674,89759,960,2,Fall,2006,A+
675,95840,482,1,Fall,2005,B-
676,54153,352,1,Spring,2006,A 
677,72501,802,1,Spring,2003,A-
678,40457,795,1,Spring,2004,A-
679,87015,200,2,Fall,2002,C 
680,41774,603,1,Fall,2003,B-
681,11194,242,1,Fall,2009,B+
682,29399,864,1,Spring,2006,A+
683,51538,875,1,Spring,2005,C 
684,72485,591,1,Spring,2005,B+
685,29849,445,1,Spring,2001,A 
686,3493,795,1,Spring,2004,C-
687,5414,345,1,Spring,2008,B+
688,21126,338,2,Spring,2006,B+
689,66813,338,2,Spring,2006,B 
690,93708,338,1,Spring,2007,A+
691,73411,559,1,Fall,2002,A+
692,16593,349,1,Spring,2008,A 
693,64945,192,1,Fall,2002,C-
694,45300,692,1,Spring,2010,B+
695,12078,559,1,Fall,2002,A-
696,76250,735,1,Spring,2003,B+
697,87048,421,1,Fall,2004,C-
698,94990,400,1,Spring,2007,B+
699,99660,949,1,Fall,2007,A+
700,1367,158,2,Spring,2008,A-
701,64945,349,1,Spring,2008,C 
702,98359,457,1,Spring,2001,C+
703,19342,169,1,Spring,2007,B 
704,52291,663,1,Spring,2005,B+
705,15613,679,1,Spring,2010,A+
706,27950,747,1,Spring,2004,A 
707,7970,169,2,Fall,2002,A+
708,28952,457,1,Spring,2001,A-
709,32130,408,1,Spring,2007,C+
710,40044,258,1,Fall,2007,C-
711,69960,362,3,Spring,2008,A+
712,58081,949,1,Fall,2007,C 
713,53225,334,1,Fall,2009,B+
714,47379,960,1,Fall,2009,A-
715,78332,604,1,Spring,2009,A-
716,29645,591,1,Spring,2005,A-
717,56078,443,2,Spring,2002,B 
718,99553,482,1,Fall,2005,A-
719,10693,362,1,Fall,2005,C-
720,43032,421,1,Fall,2004,B+
721,78314,867,1,Fall,2006,C 
722,34126,158,2,Spring,2008,A+
723,98388,702,1,Spring,2001,B+
724,92659,400,2,Fall,2003,A-
725,6367,319,1,Spring,2003,B+
726,30124,795,1,Spring,2004,B+
727,64140,692,1,Spring,2010,C 
728,78454,421,1,Fall,2004,A 
729,32506,137,1,Spring,2002,B 
730,5843,304,1,Fall,2009,C 
731,21774,679,1,Spring,2010,B 
732,69632,352,1,Spring,2006,B+
733,99348,158,1,Fall,2008,C+
734,11194,795,1,Spring,2004,A-
735,59455,421,1,Fall,2004,C+
